,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees,coords,lat,long
2533,DYNAMIC AVIATION GROUP INC                        ,1402 AIRPORT ROAD                  ,                                   ,                                   ,BRIDGEWATER           ,VA,22812,NBFR,EA27,NBFR648G,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y, ACTIVE            , 2-NOV-2001, , ,83.0,1.0,51.0,145.0,"(38.385809, -78.992699)",38.385809,-78.992699
2534,AERO INSTRUMENTS AND AVIONICS INC                 ,7290 NASH RD                       ,                                   ,                                   ,NORTH TONAWANDA       ,NY,14120,NC1R,EA23,NC1R343K,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 21-JUN-1973,  4037        ,  1-AUG-2020,2.0,26.0,45.0,105.0,"(43.050537118788924, -78.86964466087606)",43.050537118788924,-78.86964466087606
2535,L J WALCH COMPANY INC                             ,6600 PRESTON AVE.                  ,                                   ,                                   ,LIVERMORE             ,CA,94551,NC3R,WP27,NC3R705L,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-MAY-1961,  4637        ,  1-AUG-2020,7.0,11.0,45.0,74.0,"(37.69967398363916, -121.77455215243495)",37.69967398363916,-121.77455215243495
2536,GATEWAY ALLIANCE CO                               ,5761 NORTHWEST 158 STREET          ,                                   ,                                   ,MIAMI LAKES           ,FL,33014,NC4R,SO19,NC4R383M,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, ACTIVE            , 23-NOV-1973,  6578        ,  23-OCT-2020,1.0,2.0,4.0,11.0,"(25.890460349999998, -80.30020733124292)",25.890460349999998,-80.30020733124292
2537,SKYCOM AVIONICS INC                               ,2441 AVIATION DRIVE                ,                                   ,                                   ,WAUKESHA              ,WI,53188,NC5D,GL13,NC5D062N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 24-SEP-1982, , ,3.0,4.0,2.0,11.0,"(43.026399, -88.2839779414395)",43.026399,-88.2839779414395
2538,NOREAST AVIATION SERVICES INC                     ,NEW BEDFORD REGIONAL AIRPORT       ,1475 AIRPORT ROAD                  ,                                   ,NEW BEDFORD           ,MA,2746,NCLR,EA61,NCLR674G,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-AUG-1985, , ,4.0,1.0,0.0,8.0,"(45.4902192, -122.5991374)",45.4902192,-122.5991374
2539,AVIATION PLUS INC                                 ,12223 SW 131 AVENUE                ,                                   ,                                   ,MIAMI                 ,FL,33186,NCUR,SO19,NCUR282K,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 9-APR-1992,  4212        ,  1-FEB-2021,2.0,3.0,16.0,21.0,"(25.673738550000003, -80.42628920000001)",25.673738550000003,-80.42628920000001
2540,MOOG INC                                          ,20263 WESTERN AVENUE               ,                                   ,                                   ,TORRANCE              ,CA,90501,ND13,WP05,ND13344K,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , ,  4684        ,  1-AUG-2021,7.0,9.0,54.0,175.0,"(33.86924678011532, -118.32905353879353)",33.86924678011532,-118.32905353879353
2541,MOOG INC                                          ,SENECA & JAMISON ROADS             ,PLANT 24                           ,                                   ,EAST AURORA           ,NY,14052,ND1R,EA23,ND1R344K,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 18-NOV-1968,  4685        ,  1-AUG-2020,1.0,38.0,220.0,317.0,"(42.753272949999996, -78.59826623584655)",42.753272949999996,-78.59826623584655
2542,METAL IMPROVEMENT COMPANY LLC                     ,678 WINTHROP AVE                   ,                                   ,                                   ,ADDISON               ,IL,60101,ND2R,GL03,ND2R027L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 7-APR-1965, , ,0.0,7.0,5.0,25.0,"(41.9376416, -88.0056176)",41.9376416,-88.0056176
2543,AIR INCORPORATED                                  ,6365 FREEPORT BLVD                 ,                                   ,                                   ,SACRAMENTO            ,CA,95822,ND3R,WP25,ND3R706L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 12-MAY-1976, , ,0.0,2.0,2.0,7.0,"(38.52655033630361, -121.50206148742821)",38.52655033630361,-121.50206148742821
2544,AMETEK AIRCRAFT PARTS AND ACCESSORIES INC  AMETEK ,1414 S MOSLEY                      ,                                   ,                                   ,WICHITA               ,KS,67211,NE2R,CE07,NE2R028L,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 25-MAY-1965,  4228        ,  1-AUG-2020,1.0,10.0,8.0,30.0,"(37.66892654183441, -97.31020127906078)",37.66892654183441,-97.31020127906078
2545,TURBOPOWER LLC                                    ,"5499 NW 145th Street, Unit 1       ",                                   ,                                   ,MIAMI                 ,FL,33054,NE4R,SO19,NE4R385M,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-MAR-1974,  5106        ,  1-AUG-2019,20.0,5.0,15.0,50.0,"(25.9522357, -80.4311519)",25.9522357,-80.4311519
2546,FLEET SUPPORT SERVICES INC                        ,W4711 HIGHWAY 59                   ,                                   ,                                   ,MONROE                ,WI,53566,NE5D,GL13,NE5D064N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-NOV-1994,  5230        ,  1-AUG-2020,1.0,3.0,1.0,7.0,"(42.59756939513585, -89.6369139865002)",42.59756939513585,-89.6369139865002
2547,RAPCO INC                                         ,445 CARDINAL LANE                  ,                                   ,                                   ,HARTLAND              ,WI,53029,NE5R,GL13,NE5R064N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-DEC-1982,  4802        ,  1-AUG-2020,1.0,4.0,3.0,20.0,"(43.124195575065635, -88.34226912285871)",43.124195575065635,-88.34226912285871
2548,NEW ENGLAND CUSTOM COATERS INC                    ,100 SHOEMAKER LANE                 ,                                   ,                                   ,AGAWAM                ,MA,1001,NE7R,EA63,NE7R124J,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 22-MAR-2000, , ,0.0,1.0,18.0,19.0,"(38.1681917, -77.1917716)",38.1681917,-77.1917716
2549,JOLIET AVIONICS INC                               ,AURORA MUNICIPAL AIRPORT           ,43W730 US RT 30                    ,                                   ,SUGAR GROVE           ,IL,60554,NF2R,GL03,NF2R029L,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N, ACTIVE            , 16-JUN-1965,  5424        ,  1-DEC-2017,20.0,13.0,5.0,62.0,"(41.7976356, -88.43672985689857)",41.7976356,-88.43672985689857
2550,THE GYRO HOUSE INC                                ,2389 RICKENBACKER WAY              ,                                   ,                                   ,AUBURN                ,CA,95602,NG3R,WP25,NG3R709L,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-JUL-1973,  4505        ,  1-JUL-2020,1.0,7.0,14.0,27.0,"(38.98555226251771, -121.08476829031461)",38.98555226251771,-121.08476829031461
2551,AVIATION COMPONENTS TECHNOLOGY OF MIAMI INC       ,885 WEST 23RD STREET               ,                                   ,                                   ,HIALEAH               ,FL,33010,NG9R,SO19,NG9R137O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 26-JAN-1998, , ,2.0,2.0,4.0,7.0,"(25.83965575, -80.28077425)",25.83965575,-80.28077425
2552,AEROTRONICS INC                                   ,"5225 HIGHWAY 10 WEST, BOX 10       ",                                   ,                                   ,MISSOULA              ,MT,59802,NH2D,NM05,NH2D031L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 6-APR-1979, , ,0.0,1.0,0.0,2.0,"(46.87654775, -113.99567329999999)",46.87654775,-113.99567329999999
2553,AEROTRONICS INC                                   ,1651 AVIATION PLACE                ,BILLINGS LOGAN INT'L ARPT          ,                                   ,BILLINGS              ,MT,59105,NH2R,NM05,NH2R031L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 23-AUG-1971, , ,2.0,8.0,5.0,20.0,"(45.83053912829701, -108.48049025048137)",45.83053912829701,-108.48049025048137
2554,BLUE RIDGE ENTERPRISES LLC                        ,695 SCHAAD LANE                    ,                                   ,                                   ,DAYTON                ,NV,89403,NHMR,WP19,NHMR682X,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-APR-2003, , ,0.0,4.0,1.0,5.0,"(39.25256182963758, -119.56441428510894)",39.25256182963758,-119.56441428510894
2555,PARKS COLLEGE OF ENGINEERING AVIATION AND TECHNOLO,4300 VECTOR DR.                    ,ST. LOUIS DOWNTOWN PARKS AIRPORT   ,                                   ,CAHOKIA               ,IL,62206,NI1R,CE03,NI1R349K,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-OCT-1984, , ,4.0,0.0,0.0,4.0,"(38.56507051370491, -90.17036588734166)",38.56507051370491,-90.17036588734166
2556,ST LOUIS TESTING LABORATORIES INC                 ,2810 CLARK AVENUE                  ,                                   ,                                   ,ST LOUIS              ,MO,63103,NI2R,CE03,NI2R032L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 2-DEC-1965, , ,0.0,7.0,9.0,63.0,"(38.6325147, -90.20451047741437)",38.6325147,-90.20451047741437
2557,NEPTUNE AVIATION SERVICES INC                     ,4301 CORPORATE WAY                 ,Missoula International Airport (MSO,                                   ,MISSOULA              ,MT,59808,NI6R,NM05,NI6R011N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N, ACTIVE            , 19-DEC-1996, , ,83.0,10.0,2.0,95.0,"(46.89710445, -114.10022844176828)",46.89710445,-114.10022844176828
2558,KNISLEY WELDING INC                               ,3450 SWETZER RD                    ,                                   ,                                   ,LOOMIS                ,CA,95650,NJ3R,WP25,NJ3R712L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 27-JAN-1984, , ,0.0,2.0,11.0,20.0,"(38.81852205, -121.18903192639773)",38.81852205,-121.18903192639773
2559,DAWLEY INC                                        ,140 INDUSTRIAL DRIVE               ,                                   ,                                   ,BURLINGTON            ,WI,53105,NJ5R,GL13,NJ5R069N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 1-OCT-1986, , ,1.0,2.0,0.0,22.0,"(42.658065, -88.263229)",42.658065,-88.263229
2560,SOUTHEAST HELICOPTERS INC                         ,317 South Main Street              ,                                   ,                                   ,SALUDA                ,SC,29138,NJLR,SO13,NJLR823G,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-JUN-1986, , ,3.0,0.0,0.0,3.0,"(33.99498085, -81.77913763311251)",33.99498085,-81.77913763311251
2561,D AND G SUPPLY                                    ,1916 INDUSTRIAL DRIVE              ,P.O. BOX 430                       ,                                   ,NILES                 ,MI,49120,NK2R,GL09,NK2R034L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-JAN-1971,  5262        ,  1-SEP-2020,1.0,2.0,2.0,7.0,"(41.821252981468355, -86.24312619607001)",41.821252981468355,-86.24312619607001
2562,DERCO AEROSPACE INC                               ,8065 W FAIRLANE AVE                ,                                   ,                                   ,MILWAUKEE             ,WI,53223,NK5R,GL13,NK5R070N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y, ACTIVE            , 3-FEB-1987,  4389        ,  1-AUG-2020,13.0,9.0,19.0,40.0,"(43.16489309417786, -87.98665229297997)",43.16489309417786,-87.98665229297997
2563,PRECISION SUPPORT SERVICES LLC                    ,3800 NE Three Mile Lane            ,                                   ,                                   ,McMinnville           ,OR,97128,NKVR,NM09,NKVR853G,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-MAR-1987, , ,8.0,1.0,0.0,13.0,"(45.2054188, -123.1685498)",45.2054188,-123.1685498
2564,WHIRLPOOL CORP                                    ,AVIATION OPERATIONS                ,WHIRLPOOL HGR                      ,607 WOODLAND AVENUE                ,BENTON HARBOR         ,MI,49022,NL2R,GL09,NL2R035L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-AUG-1971, , ,2.0,0.0,0.0,2.0,"(42.108986372799095, -86.41961860663733)",42.108986372799095,-86.41961860663733
2565,EAGLE FUEL-CELLS ETC INC                          ,617 SKYLANE TAXIWAY                ,                                   ,                                   ,EAGLE RIVER           ,WI,54521,NL5R,GL13,NL5R071N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-APR-1988,  6562        ,  2-JUL-2018,0.0,5.0,11.0,15.0,"(45.914455, -89.2440647)",45.914455,-89.2440647
2566,L3 AVIATION PRODUCTS INC                          ,5353 52ND STREET SE                ,                                   ,                                   ,GRAND RAPIDS          ,MI,49512,NN2R,GL09,NN2R037L,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 18-FEB-1966,  4260        ,  1-AUG-2020,0.0,35.0,69.0,198.0,"(42.88884149519627, -85.56727389950548)",42.88884149519627,-85.56727389950548
2567,AMERITECH INDUSTRIES INC                          ,20208 CHARLANNE DRIVE              ,                                   ,                                   ,REDDING               ,CA,96002,NO3R,WP25,NO3R717L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 29-APR-1986, , ,0.0,6.0,29.0,42.0,"(40.57022542203692, -122.35832176046449)",40.57022542203692,-122.35832176046449
2568,NORTHROP GRUMMAN TECHNICAL SERVICES INC           ,101 INDUSTRIAL PARK BLVD.          ,                                   ,                                   ,WARNER ROBINS         ,GA,31088,NO6R,SO11,NO6R089J,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,13.0,26.0,39.0,"(32.5982487, -83.6015307)",32.5982487,-83.6015307
2569,NEAL AVIATION                                     ,"1860 JOE CROSSON DRIVE, HANGER I   ",                                   ,                                   ,EL CAJON              ,CA,92020,NOER,WP09,NOER688Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-MAR-2007, , ,3.0,4.0,2.0,9.0,"(32.79310212786763, -116.97217385643403)",32.79310212786763,-116.97217385643403
2570,NORTHROP GRUMAN SYSTEMS CORPORATION               ,"44760 Cockpit Court, Hanger C      ",                                   ,                                   ,Dulles                ,VA,20166,NOZD,EA27,NOZD888K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-FEB-2017, , ,7.0,2.0,0.0,8.0,"(39.0283974, -77.4337019)",39.0283974,-77.4337019
2571,NORTHROP GRUMMAN SYSTEMS CORPORATION              ,1 HORNET WAY                       ,XE6K40/D5                          ,                                   ,El Segundo            ,CA,90245,NOZR,WP23,NOZR888K,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N, ACTIVE            , 12-JAN-1994, , ,16.0,4.0,1.0,21.0,"(33.9309922, -118.3982142)",33.9309922,-118.3982142
2572,PACIFIC PROPELLER INTERNATIONAL LLC               ,5802 S 228TH STREET                ,                                   ,                                   ,KENT                  ,WA,98032,NQ3R,NM01,NQ3R719L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 24-JAN-1967,  4721        ,  1-AUG-2020,11.0,7.0,41.0,79.0,"(47.35963615, -122.30694132412987)",47.35963615,-122.30694132412987
2573,APPLIED TECHNOLOGIES INSPECTION SERVICES          ,20802 Stuebner Airline Rd.         ,Hangar X2                          ,                                   ,Spring                ,TX,77379,NQ9R,SW09,NQ9R840Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 30-MAY-2014, , ,1.0,0.0,0.0,1.0,"(30.059267, -95.5354966)",30.059267,-95.5354966
2574,FLIGHT RESEARCH INC                               ,1062 FLIGHT LINE                   ,HANGER 161                         ,                                   ,MOJAVE                ,CA,93501,NR8R,WP01,NR8R153Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 23-APR-1999, , ,15.0,5.0,9.0,31.0,"(35.07457893662476, -118.14948725438106)",35.07457893662476,-118.14948725438106
2575,STS AVIATION SERVICES - TANK TIGERS INC           ,11502 JONES MALTSBERGER            ,                                   ,                                   ,SAN ANTONIO           ,TX,78216,NS8R,SW17,NS8R594J,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 19-JAN-1995,  6166        ,  1-DEC-2020,13.0,20.0,110.0,152.0,"(29.57781825, -98.50320920068441)",29.57781825,-98.50320920068441
2576,NEOSOURCE INC                                     ,9422 E 55TH PLACE                  ,                                   ,                                   ,TULSA                 ,OK,74145,NSCR,SW15,NSCR465K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 27-JUL-1989,  5575        ,  1-NOV-2021,2.0,4.0,9.0,26.0,"(36.1180149, -95.8893178)",36.1180149,-95.8893178
2577,NATIONAL SANDBLASTING COMPANY INC                 ,7101 SOUTH MCKINLEY AVENUE         ,                                   ,                                   ,LOS ANGELES           ,CA,90001,NSXR,WP23,NSXR286L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 20-MAR-1995, , ,0.0,2.0,3.0,5.0,"(33.97458490897153, -118.24580499558554)",33.97458490897153,-118.24580499558554
2578,NC SERVO TECHNOLOGY CORP                          ,38422 WEBB DRIVE                   ,                                   ,                                   ,WESTLAND              ,MI,48185,NSY2,GL23,NSY2743K,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-AUG-1971, , ,0.0,2.0,0.0,2.0,"(42.3270017, -83.2451113)",42.3270017,-83.2451113
2579,WELLS AIRCRAFT INC                                ,800 AIRPORT ROAD                   ,                                   ,                                   ,HUTCHINSON            ,KS,67501,NT2R,CE07,NT2R043L,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-NOV-1969, , ,3.0,1.0,1.0,10.0,"(38.0155274, -97.965479)",38.0155274,-97.965479
2580,NORTH TEXAS TURBINES INC                          ,4946 Top Line Drive                ,                                   ,                                   ,DALLAS                ,TX,75247,NT7R,SW19,NT7R219N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 31-MAY-1996, , ,1.0,1.0,1.0,5.0,"(32.826669, -96.8873692)",32.826669,-96.8873692
2581,NEPTUNE AVIATION SERVICES INC                     ,"3500 AIRPORT ROAD, HANGER 3E       ",                                   ,                                   ,ALAMOGORDO            ,NM,88310,NTBR,SW01,NTBR983G,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-MAR-1992, , ,76.0,5.0,0.0,88.0,"(32.89713075, -105.96070585009399)",32.89713075,-105.96070585009399
2582,NORTHWEST HELICOPTERS INC                         ,1000 85TH AVE SE                   ,                                   ,                                   ,OLYMPIA               ,WA,98501,NTWR,NM01,NTWR993G,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N, ACTIVE            , , , ,23.0,5.0,10.0,50.0,"(46.9437001, -122.88121679324311)",46.9437001,-122.88121679324311
2583,AERO MACH LABS INC                                ,7707 E. FUNSTON                    ,                                   ,                                   ,WICHITA               ,KS,67207,NU2R,CE07,NU2R044L,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 14-DEC-1971,  4048        ,  1-AUG-2020,1.0,14.0,48.0,87.0,"(37.672004913595046, -97.23656522882827)",37.672004913595046,-97.23656522882827
2584,KRACON AIRCRAFT REFINISHING                       ,"HANGER 204, LINCOLN AIRPORT        ","1406 FLIGHTLINE DR., SUITE A       ",                                   ,LINCOLN               ,CA,95648,NU3R,WP25,NU3R723L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-OCT-1984, , ,0.0,2.0,4.0,7.0,"(38.89122658763592, -121.2886383061732)",38.89122658763592,-121.2886383061732
2585,SCOTTS PRO UPHOLSTERY AND TRIM INC                ,4609 WESCONNET BLVD                ,                                   ,                                   ,JACKSONVILLE          ,FL,32210,NU4R,SO15,NU4R401M,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-JUN-1979, , ,0.0,1.0,0.0,1.0,"(30.265926376387466, -81.72779102833832)",30.265926376387466,-81.72779102833832
2586,NEWVIEW TECHNOLOGIES INC                          ,819 WEST 20TH STREET (OFFICE)      ,                                   ,                                   ,OSHKOSH               ,WI,54902,NU7R,GL13,NU7R875N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-JUL-1997, , ,1.0,1.0,0.0,2.0,"(44.0168074, -88.5528554)",44.0168074,-88.5528554
2587,NORTH STAR AVIATION                               ,3030 AIRPORT ROAD                  ,MANKATO MUNICIPAL AIRPORT          ,                                   ,MANKATO               ,MN,56001,NUTR,GL15,NUTR521L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 10-JAN-1992, , ,5.0,3.0,1.0,12.0,"(44.1535808, -94.0368395)",44.1535808,-94.0368395
2588,AEROSPACE TURBINE ROTABLES INC                    ,1919 E. Northern St.               ,                                   ,                                   ,WICHITA               ,KS,67216,NV2R,CE07,NV2R045L,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y, ACTIVE            , 14-JAN-1998,  4033        ,  1-AUG-2020,6.0,15.0,26.0,87.0,"(37.594487187855584, -97.31866002423685)",37.594487187855584,-97.31866002423685
2589,SAFT AMERICA INC                                  ,711 GIL HARBIN INDUSTRIAL BLVD     ,                                   ,                                   ,VALDOSTA              ,GA,31601,NV4R,SO11,NV4R596X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-JUL-1984, , ,1.0,3.0,160.0,278.0,"(30.821658, -83.274305)",30.821658,-83.274305
2590,SANSAA AIRCRAFT PARTS AND SERVICES CORP           ,2541 NW 74TH AVENUE                ,                                   ,                                   ,MIAMI                 ,FL,33122,NVVR,SO19,NVVR423L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 10-OCT-1991,  4846        ,  1-AUG-2012,1.0,2.0,0.0,5.0,"(25.800962486600245, -80.32129298774684)",25.800962486600245,-80.32129298774684
2591,GE AVIATION SYSTEMS LLC                           ,740 EAST NATIONAL ROAD             ,                                   ,                                   ,VANDALIA              ,OH,45377,NW1R,GL05,NW1R363K,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-JUL-1978,  5426        ,  1-DEC-2021,0.0,9.0,23.0,32.0,"(39.9045165, -84.2053844)",39.9045165,-84.2053844
