,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees,coords,lat,long
2592,PEN TURBO AVIATION INC                            ,HANGAR NO. 60                      ,CAPE MAY COUNTY AIRPORT            ,1340 EAST ROAD                     ,RIO GRANDE            ,NJ,8242,NW6R,EA17,NW6R094J,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,3.0,0.0,2.0,5.0,"(45.502293, -122.610932)",45.502293,-122.610932
2593,NEW ENGLAND PLASMA DEVELOPMENT CORP               ,14 HIGHLAND DRIVE                  ,                                   ,                                   ,PUTNAM                ,CT,6260,NWPR,EA63,NWPR351K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-MAR-1989,  5150        ,  1-DEC-2021,0.0,6.0,15.0,29.0,"(45.573497, -122.703122)",45.573497,-122.703122
2594,HEICO COMPONENTS REPAIR GROUP                     ,7875 N.W. 64 STREET                ,                                   ,                                   ,MIAMI                 ,FL,33166,NWQR,SO19,NWQR356K,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 11-JAN-1990,  4705        ,  1-AUG-2022,23.0,21.0,152.0,301.0,"(25.82295013345299, -80.3049405890778)",25.82295013345299,-80.3049405890778
2595,NORTHWEST AEROSPACE TECHNOLOGIES INC              ,415 Riverside Road                 ,                                   ,                                   ,EVERETT               ,WA,98201,NX0R,NM01,NX0R661Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,2.0,13.0,18.0,"(47.99292568074981, -122.20157173517089)",47.99292568074981,-122.20157173517089
2596,KOLLSMAN INC                                      ,KOLLSMAN INC.                      ,108 ALLEN STREET                   ,                                   ,TALLADEGA             ,AL,35160,NX2R,SO09,NX2R047L,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-1973,  5681        ,  1-MAY-2021,1.0,4.0,2.0,12.0,"(33.43611433412156, -86.12494353501177)",33.43611433412156,-86.12494353501177
2597,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,600 S CLYDE MORRIS BLVD            ,BLDG 27                            ,ROOM 111                           ,DAYTONA BEACH         ,FL,32114,NX42,SO15,NX42404M,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 2-MAY-1988, , ,8.0,0.0,0.0,8.0,"(29.203959395313777, -81.03710059842095)",29.203959395313777,-81.03710059842095
2598,WICKER BASKET BALLOON CENTER LTD                  ,50140 PONTIAC TRAIL                ,                                   ,                                   ,WIXOM                 ,MI,48393,NX5R,GL23,NX5R083N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 2-APR-1985, , ,0.0,1.0,0.0,1.0,"(42.5253144, -83.5337366)",42.5253144,-83.5337366
2599,CHROMALLOY NEVADA                                 ,3636 ARROWHEAD DRIVE               ,                                   ,                                   ,CARSON CITY           ,NV,89706,NXVR,WP19,NXVR554L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-DEC-1992,  4328        ,  1-AUG-2020,0.0,28.0,119.0,170.0,"(39.18303528622271, -119.757006246644)",39.18303528622271,-119.757006246644
2600,"AMERICAN VALLEY AVIATION, INC.                    ",137 Industrial Loop South          ,                                   ,                                   ,Orange Park           ,FL,32073,NY4R,SO15,NY4R405M,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 20-NOV-1981, ,  1-NOV-2015,1.0,5.0,4.0,9.0,"(30.16980234952727, -81.72803818472592)",30.16980234952727,-81.72803818472592
2601,NAYLORS INSTRUMENT SERVICE                        ,4323 N.W. 6TH STREET               ,SUITE 5                            ,                                   ,GAINESVILLE           ,FL,32609,NYJR,SO15,NYJR148L,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-FEB-1991, , ,0.0,2.0,1.0,4.0,"(29.693523644816157, -82.30658313215106)",29.693523644816157,-82.30658313215106
2602,SONORA AVIONICS INC                               ,6262 AVIATOR LANE HGR D7-D8        ,RYAN FIELD                         ,HC2 BOX 283                        ,TUCSON                ,AZ,85735,NYRR,WP07,NYRR723K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-MAR-1990, , ,1.0,0.0,0.0,2.0,"(32.17665884209045, -111.14573072138059)",32.17665884209045,-111.14573072138059
2603,NEW YORK STATE POLICE AVIATION                    ,739 ALBANY SHAKER ROAD             ,SP HANGAR                          ,                                   ,LATHAM                ,NY,12110,NYXR,EA01,NYXR303Z,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-NOV-2004, , ,6.0,0.0,0.0,6.0,"(42.75392695863431, -73.77461471565864)",42.75392695863431,-73.77461471565864
2604,ROCKWELL COLLINS INC                              ,2051 AIRPORT RD                    ,                                   ,                                   ,WICHITA               ,KS,67209,NZ2R,CE07,NZ2R049L,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 20-JAN-1975,  4334        ,  1-AUG-2020,0.0,30.0,80.0,115.0,"(37.6713438, -97.4000217)",37.6713438,-97.4000217
2605,VAC-MET INC                                       ,7236 MURTHUM                       ,                                   ,                                   ,WARREN                ,MI,48092,NZ5R,GL23,NZ5R085N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 18-OCT-1985, , ,0.0,6.0,0.0,10.0,"(42.490624, -83.0706877)",42.490624,-83.0706877
2606,THE NORDAM GROUP LLC                              ,6911 NORTH WHIRLPOOL DRIVE         ,                                   ,                                   ,TULSA                 ,OK,74117,NZ6R,SW15,NZ6R569Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , ,  5283        ,  1-AUG-2020,9.0,10.0,256.0,275.0,"(36.21899297443249, -95.8930693648512)",36.21899297443249,-95.8930693648512
2607,CALIFORNIA IN NICE INC                            ,2575 ROBERT FOWLER WAY             ,                                   ,                                   ,SAN JOSE              ,CA,95070,NZDR,WP15,NZDR287K,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,2.0,0.0,2.0,5.0,"(37.2715938, -122.0053572601593)",37.2715938,-122.0053572601593
2608,AEROCAPITAL USA LLC                               ,4345 Unit B Jerry L. Maygarden Rd. ,                                   ,                                   ,Pensacola             ,FL,32504,O09R,SO09,O09R782J,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-MAR-2019, , ,2.0,0.0,0.0,6.0,"(30.47941215, -87.19470323489297)",30.47941215,-87.19470323489297
2609,AOG-ASAP AVIONICS                                 ,37451 BEECHCRAFT WAY               ,HANGAR 1                           ,                                   ,WATKINS               ,CO,80137,O0AR,NM03,O0AR682Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-JUN-2000, , ,2.0,1.0,0.0,4.0,"(39.74326871569055, -104.60766268755486)",39.74326871569055,-104.60766268755486
2610,AIRWORTHY CABIN SOLUTIONS LLC                     ,1560 South Harris Court            ,                                   ,                                   ,Anaheim               ,CA,92806,O0DR,WP05,O0DR919X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-NOV-2006, , ,0.0,2.0,3.0,10.0,"(33.83802347035941, -117.87626776735263)",33.83802347035941,-117.87626776735263
2611,ARCONIC GLOBAL FASTENERS INC                      ,3000 W. LOMITA BLVD.               ,                                   ,                                   ,TORRANCE              ,CA,90505,O0GR,WP05,O0GR920X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-APR-2008, , ,0.0,4.0,25.0,59.0,"(33.80501565, -118.34835035746474)",33.80501565,-118.34835035746474
2612,OHIO UNIVERSITY AIRCRAFT SERVICES                 ,OHIO UNIVERSITY AIRPORT            ,747 COLUMBIA ROAD                  ,                                   ,ALBANY                ,OH,45710,O0UR,GL07,O0UR395A,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-MAR-2011, , ,3.0,0.0,0.0,3.0,"(39.20621275767062, -82.20548064661028)",39.20621275767062,-82.20548064661028
2613,OREGON AERO INC                                   ,34020 SKYWAY DR                    ,                                   ,                                   ,SCAPPOOSE             ,OR,97056,O1IR,NM09,O1IR004X,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-NOV-2002, , ,0.0,2.0,4.0,13.0,"(45.722558636299226, -122.8878916398455)",45.722558636299226,-122.8878916398455
2614,AEROMOTORS LLC                                    ,304 EAST MURRAY                    ,                                   ,                                   ,BROWNTOWN             ,WI,53522,O1MR,GL13,O1MR357Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 15-NOV-1999,  6504        ,  2-AUG-2021,2.0,5.0,9.0,23.0,"(42.55772096093981, -89.78566711626485)",42.55772096093981,-89.78566711626485
2615,COMAV TECHNICAL SERVICES LLC                      ,18438 READINESS ST BLDG 691        ,                                   ,                                   ,VICTORVILLE           ,CA,92394,O2RR,WP21,O2RR414Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 10-AUG-1999,  5678        ,  1-MAY-2021,60.0,3.0,110.0,173.0,"(34.53577460469274, -117.33715257242683)",34.53577460469274,-117.33715257242683
2616,ROTORTECH SERVICES INC                            ,4095 SOUTHERN BLVD.                ,                                   ,                                   ,WEST PALM BEACH       ,FL,33406,O38R,SO19,O38R249Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-AUG-2005,  6184        ,  1-MAY-2021,14.0,0.0,1.0,20.0,"(26.6922613, -80.1074105)",26.6922613,-80.1074105
2617,OFFSHORE HELICOPTER SUPPORT SERVICES              ,105 Dairy Lane                     ,                                   ,                                   ,BROUSSARD             ,LA,70518,O3HR,SW03,O3HR011Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y, ACTIVE            , 2-JUL-1998,  6549        ,  22-MAY-2020,4.0,7.0,1.0,14.0,"(30.132406750856504, -91.95473317820861)",30.132406750856504,-91.95473317820861
2618,SATCO INC                                         ,145 KANSAS STREET                  ,                                   ,                                   ,EL SEGUNDO            ,CA,90245,O3IR,WP23,O3IR026X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,8.0,25.0,33.0,"(33.9309922, -118.3982142)",33.9309922,-118.3982142
2619,BELL HELICOPTER TEXTRON INC                       ,441 INDUSTRIAL PARK ROAD           ,                                   ,                                   ,PINEY FLATS           ,TN,37686,O3NR,CE19,O3NR790Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , ,  1-DEC-2019,1.0,6.0,7.0,14.0,"(36.4393214455973, -82.34065663290015)",36.4393214455973,-82.34065663290015
2620,OVERHAUL SUPPORT SERVICES LLC                     ,5 CONNECTICUT SOUTH DRIVE          ,                                   ,                                   ,EAST GRANBY           ,CT,6026,O3VR,EA63,O3VR978Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N, ACTIVE            , ,  6206        ,  1-AUG-2021,1.0,9.0,45.0,64.0,"(42.93500645, -87.90942935)",42.93500645,-87.90942935
2621,PRAXIS RESOURCES INC                              ,2085 S. BLUEJAY DR. SUITE 101      ,                                   ,                                   ,GILBERT               ,AZ,85295,O3WR,WP07,O3WR138O,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-MAR-1998,  5131        ,  1-NOV-2021,0.0,4.0,14.0,53.0,"(33.30240728934673, -111.7512769810701)",33.30240728934673,-111.7512769810701
2622,AOG AVIATION SPARES                               ,"114 KIRKLAND CIRCLE, SUITE B       ",                                   ,                                   ,OSWEGO                ,IL,60543,O45R,GL03,O45R259Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-JUN-2005,  5973        ,  1-JUL-2018,2.0,1.0,1.0,16.0,"(41.70697335, -88.31246402544691)",41.70697335,-88.31246402544691
2623,TURBINE SOLUTIONS LLC                             ,1102 ANNE STREET                   ,                                   ,200 Barry Watley Way (Mail)        ,GRIFFIN               ,GA,30224,O4QR,SO11,O4QR130B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N, ACTIVE            , 23-JAN-2008, , ,4.0,0.0,3.0,7.0,"(33.188632, -84.290777)",33.188632,-84.290777
2624,CADORATH AEROSPACE LAFAYETTE LLC                  ,210 STANTON STREET                 ,                                   ,                                   ,BROUSSARD             ,LA,70518,O4YR,SW03,O4YR302Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , ,  5980        ,  1-AUG-2020,0.0,4.0,25.0,27.0,"(30.132406750856504, -91.95473317820861)",30.132406750856504,-91.95473317820861
2625,HARD CHROME ENT INC                               ,"HARD CHROME ENTERPRISES, INC.      ",220 TENTH STREET                   ,                                   ,LAKE PARK             ,FL,33403,O56R,SO19,O56R197Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 19-DEC-2005,  6691        ,  24-MAY-2020,0.0,2.0,6.0,9.0,"(26.804119865426276, -80.08199948943314)",26.804119865426276,-80.08199948943314
2626,AEROWORX                                          ,2565 WEST 237TH STREET             ,                                   ,                                   ,TORRANCE              ,CA,90505,O5PR,WP05,O5PR282Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , ,  5197        ,  1-APR-2022,2.0,6.0,8.0,28.0,"(33.80501565, -118.34835035746474)",33.80501565,-118.34835035746474
2627,ASTRONOVA INC                                     ,600 GREENWICH AVENUE               ,                                   ,                                   ,WEST WARWICK          ,RI,2893,O60R,EA61,O60R489Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 23-FEB-2007,  6325        ,  1-MAR-2021,0.0,10.0,4.0,14.0,"(28.441282549999997, -81.40283496043592)",28.441282549999997,-81.40283496043592
2628,AEROED INSPECTION SERVICES LLC                    ,1580 ELMWOOD AVE.                  ,SECOND FLOOR                       ,                                   ,ROCHESTER             ,NY,14620,O64R,EA23,O64R443Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-MAY-2006,  6161        ,  1-DEC-2020,2.0,2.0,1.0,6.0,"(43.12121635, -77.61283418161861)",43.12121635,-77.61283418161861
2629,PRO LINE AIRCRAFT ENGINE COMPANY                  ,ProLine Engines                    ,9645 NORTH SHORE ROAD              ,                                   ,HILLSBORO             ,OH,45133,O6ER,GL05,O6ER463Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,1.0,0.0,1.0,2.0,"(39.19828, -83.434396)",39.19828,-83.434396
2630,HARLOW AEROSTRUCTURES LLC                         ,1501 SOUTH MCLEAN BLVD             ,                                   ,                                   ,WICHITA               ,KS,67213,O6HR,CE07,O6HR808Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 24-JAN-2002,  6388        ,  1-MAR-2022,0.0,4.0,6.0,10.0,"(37.67516209367227, -97.36506279377552)",37.67516209367227,-97.36506279377552
2631,AMETEK AMERON LLC                                 ,4750 LITTLEJOHN ST.                ,                                   ,                                   ,BALDWIN PARK          ,CA,91706,O6UR,WP23,O6UR165Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, ACTIVE            , 1-FEB-2005,  6006        ,  1-MAR-2021,0.0,3.0,9.0,16.0,"(34.0866833, -117.9723724)",34.0866833,-117.9723724
2632,AVIATORS FLIGHT CENTER LLC                        ,2820 BOBMEYER ROAD                 ,                                   ,                                   ,HAMILTON              ,OH,45013,O6WR,GL05,O6WR853K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,2.0,0.0,0.0,2.0,"(39.4025782, -84.5662873)",39.4025782,-84.5662873
2633,PROMPT AERO SERVICES INC                          ,7800 WEST 25TH COURT               ,                                   ,                                   ,HIALEAH               ,FL,33016,O78R,SO19,O78R205Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 2-SEP-2005,  6013        ,  1-DEC-2020,0.0,2.0,10.0,16.0,"(25.897909, -80.3321399)",25.897909,-80.3321399
2634,BROTHERS AVIATION MAINTENANCE SERVICE INC         ,406 SOUTH MAIN STREET              ,                                   ,                                   ,CLOVER                ,SC,29710,O7BR,SO13,O7BR591Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  6214        ,  1-DEC-2021,1.0,1.0,3.0,8.0,"(35.1573873, -81.1945438)",35.1573873,-81.1945438
2635,EURAVIA ENGINEERING AND SUPPLY CO LTD             ,5170 WEST BETHANY HOME ROAD        ,                                   ,                                   ,GLENDALE              ,AZ,85301,O7NR,WP07,O7NR639Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , ,  4692        ,  1-AUG-2020,3.0,3.0,19.0,33.0,"(33.5384192, -112.1807467)",33.5384192,-112.1807467
2636,APPROVED TURBO COMPONENTS INC                     ,1545 EAST ACEQUIA                  ,                                   ,                                   ,VISALIA               ,CA,93291,O7TR,WP17,O7TR210O,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 27-APR-1998,  6055        ,  1-JUL-2021,0.0,2.0,0.0,3.0,"(36.33609586135827, -119.31964675827133)",36.33609586135827,-119.31964675827133
2637,OMAIR AVIONICS INC                                ,1655 LONGLEAF TRAIL                ,                                   ,                                   ,CUMMING               ,GA,30041,O7XR,SO11,O7XR406Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 26-FEB-2006, , ,0.0,1.0,0.0,1.0,"(34.1575615, -84.160348)",34.1575615,-84.160348
2638,AERSALE COMPONENT SOLUTIONS INC                   ,"4901 ROCKAWAY BLVD., NE.           ",                                   ,                                   ,RIO RANCHO            ,NM,87124,O87R,SW01,O87R142Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y, ACTIVE            , 7-DEC-2004,  5675        ,  1-APR-2021,15.0,5.0,31.0,51.0,"(35.24305366451011, -106.66790808547077)",35.24305366451011,-106.66790808547077
2639,CLERO ENTERPRISES INC                             ,3881 NW 125 STREET                 ,                                   ,                                   ,OPA LOCKA             ,FL,33054,O8CR,SO19,O8CR046Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 24-JUN-1998,  5172        ,  1-FEB-2022,1.0,2.0,4.0,10.0,"(25.9522357, -80.4311519)",25.9522357,-80.4311519
2640,OLD CITY HELICOPTER SALES LLC                     ,4900 US HIGHWAY 1 NORTH            ,SUITE 400                          ,                                   ,SAINT AUGUSTINE       ,FL,32095,O8DR,SO15,O8DR071L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-SEP-2010, , ,1.0,0.0,0.0,3.0,"(29.970942128012187, -81.36996364912532)",29.970942128012187,-81.36996364912532
2641,TOGS AIRCRAFT LLC                                 ,6220 NORTH SERVICE DRIVE           ,                                   ,                                   ,WATERFORD             ,MI,48327,O8GR,GL23,O8GR668X,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-OCT-2003, , ,2.0,1.0,0.0,4.0,"(42.6578646, -83.39932)",42.6578646,-83.39932
2642,AERO ENGINE MOUNTS LLC                            ,8252 ROUTE 22 NORTH                ,                                   ,                                   ,WEST CHAZY            ,NY,12992,O8MR,EA01,O8MR554Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,1.0,0.0,0.0,1.0,"(44.805526978844966, -73.51599437722263)",44.805526978844966,-73.51599437722263
